"age"	"group"	"cause"	"prop"
79	"W"	"Genitourinary"	0.028
79	"W"	"perinatal period"	0
79	"W"	"Congenital malformations"	0.0006
79	"W"	"morbidity"	0.0279
80	"A"	"Infection"	0.0282
80	"A"	"Neoplasms"	0.2151
80	"A"	"Diseases of the blood and blood-forming organs"	0.003
80	"A"	"Endocrine"	0.0738
80	"A"	"Mental and behavioural disorders"	0.0445
80	"A"	"Nervous Disorders"	0.0486
80	"A"	"circulatory"	0.3238
80	"A"	"respiratory"	0.125
80	"A"	"Digestive"	0.0441
80	"A"	"Musculoskeletal Disorders"	0.0078
80	"A"	"Genitourinary"	0.0326
80	"A"	"perinatal period"	0
80	"A"	"Congenital malformations"	0.0011
80	"A"	"morbidity"	0.0367
80	"S"	"Infection"	0.026
80	"S"	"Neoplasms"	0.2692
80	"S"	"Diseases of the blood and blood-forming organs"	0.0044
80	"S"	"Endocrine"	0.0545
80	"S"	"Mental and behavioural disorders"	0.0289
80	"S"	"Nervous Disorders"	0.0412
80	"S"	"circulatory"	0.3657
80	"S"	"respiratory"	0.1043
80	"S"	"Digestive"	0.0306
80	"S"	"Musculoskeletal Disorders"	0.0047
80	"S"	"Genitourinary"	0.0307
80	"S"	"perinatal period"	0
80	"S"	"Congenital malformations"	0.0004
80	"S"	"morbidity"	0.03
80	"B"	"Infection"	0.0324
80	"B"	"Neoplasms"	0.2446
80	"B"	"Diseases of the blood and blood-forming organs"	0.0045
80	"B"	"Endocrine"	0.0635
80	"B"	"Mental and behavioural disorders"	0.0483
80	"B"	"Nervous Disorders"	0.0464
80	"B"	"circulatory"	0.3744
80	"B"	"respiratory"	0.0824
80	"B"	"Digestive"	0.0238
80	"B"	"Musculoskeletal Disorders"	0.0045
80	"B"	"Genitourinary"	0.0448
80	"B"	"perinatal period"	0
80	"B"	"Congenital malformations"	0.0004
80	"B"	"morbidity"	0.0161
80	"W"	"Infection"	0.0232
80	"W"	"Neoplasms"	0.2558
80	"W"	"Diseases of the blood and blood-forming organs"	0.0035
80	"W"	"Endocrine"	0.0401
80	"W"	"Mental and behavioural disorders"	0.0442
80	"W"	"Nervous Disorders"	0.0674
80	"W"	"circulatory"	0.3316
80	"W"	"respiratory"	0.1304
80	"W"	"Digestive"	0.0306
80	"W"	"Musculoskeletal Disorders"	0.0056
80	"W"	"Genitourinary"	0.0283
80	"W"	"perinatal period"	0
80	"W"	"Congenital malformations"	0.0006
80	"W"	"morbidity"	0.0279
81	"A"	"Infection"	0.0275
81	"A"	"Neoplasms"	0.225
81	"A"	"Diseases of the blood and blood-forming organs"	0.0027
81	"A"	"Endocrine"	0.0694
81	"A"	"Mental and behavioural disorders"	0.0481
81	"A"	"Nervous Disorders"	0.0503
81	"A"	"circulatory"	0.3249
81	"A"	"respiratory"	0.1255
81	"A"	"Digestive"	0.04
81	"A"	"Musculoskeletal Disorders"	0.008
81	"A"	"Genitourinary"	0.0397
81	"A"	"perinatal period"	0
81	"A"	"Congenital malformations"	0
81	"A"	"morbidity"	0.029
81	"S"	"Infection"	0.0263
81	"S"	"Neoplasms"	0.2578
81	"S"	"Diseases of the blood and blood-forming organs"	0.0031
81	"S"	"Endocrine"	0.0562
81	"S"	"Mental and behavioural disorders"	0.0343
81	"S"	"Nervous Disorders"	0.0497
81	"S"	"circulatory"	0.361
81	"S"	"respiratory"	0.1107
81	"S"	"Digestive"	0.028
81	"S"	"Musculoskeletal Disorders"	0.0053
81	"S"	"Genitourinary"	0.0298
81	"S"	"perinatal period"	0
81	"S"	"Congenital malformations"	0.0009
81	"S"	"morbidity"	0.0288
81	"B"	"Infection"	0.0318
81	"B"	"Neoplasms"	0.2327
81	"B"	"Diseases of the blood and blood-forming organs"	0.0045
81	"B"	"Endocrine"	0.059
81	"B"	"Mental and behavioural disorders"	0.0532
81	"B"	"Nervous Disorders"	0.0496
81	"B"	"circulatory"	0.3825
81	"B"	"respiratory"	0.0817
81	"B"	"Digestive"	0.0244
81	"B"	"Musculoskeletal Disorders"	0.0051
81	"B"	"Genitourinary"	0.0452
81	"B"	"perinatal period"	0
81	"B"	"Congenital malformations"	0.0004
81	"B"	"morbidity"	0.0156
81	"W"	"Infection"	0.0227
81	"W"	"Neoplasms"	0.242
81	"W"	"Diseases of the blood and blood-forming organs"	0.0033
81	"W"	"Endocrine"	0.0389
81	"W"	"Mental and behavioural disorders"	0.0489
81	"W"	"Nervous Disorders"	0.0709
81	"W"	"circulatory"	0.3411
81	"W"	"respiratory"	0.1278
81	"W"	"Digestive"	0.0298
81	"W"	"Musculoskeletal Disorders"	0.0055
81	"W"	"Genitourinary"	0.0291
81	"W"	"perinatal period"	0
81	"W"	"Congenital malformations"	0.0005
81	"W"	"morbidity"	0.0277
82	"A"	"Infection"	0.0252
82	"A"	"Neoplasms"	0.1884
82	"A"	"Diseases of the blood and blood-forming organs"	0.0015
82	"A"	"Endocrine"	0.0732
82	"A"	"Mental and behavioural disorders"	0.0545
82	"A"	"Nervous Disorders"	0.0589
82	"A"	"circulatory"	0.3453
82	"A"	"respiratory"	0.1181
82	"A"	"Digestive"	0.0475
82	"A"	"Musculoskeletal Disorders"	0.0073
82	"A"	"Genitourinary"	0.0413
82	"A"	"perinatal period"	0
82	"A"	"Congenital malformations"	0.0007
82	"A"	"morbidity"	0.0267
82	"S"	"Infection"	0.0234
82	"S"	"Neoplasms"	0.2452
82	"S"	"Diseases of the blood and blood-forming organs"	0.0037
82	"S"	"Endocrine"	0.0518
82	"S"	"Mental and behavioural disorders"	0.0386
82	"S"	"Nervous Disorders"	0.0509
82	"S"	"circulatory"	0.3727
82	"S"	"respiratory"	0.1079
82	"S"	"Digestive"	0.0311
82	"S"	"Musculoskeletal Disorders"	0.0044
82	"S"	"Genitourinary"	0.0316
82	"S"	"perinatal period"	0
82	"S"	"Congenital malformations"	0.0003
82	"S"	"morbidity"	0.0297
82	"B"	"Infection"	0.0327
82	"B"	"Neoplasms"	0.2225
82	"B"	"Diseases of the blood and blood-forming organs"	0.0046
82	"B"	"Endocrine"	0.0607
82	"B"	"Mental and behavioural disorders"	0.0562
82	"B"	"Nervous Disorders"	0.0531
82	"B"	"circulatory"	0.3831
82	"B"	"respiratory"	0.0819
82	"B"	"Digestive"	0.0256
82	"B"	"Musculoskeletal Disorders"	0.0045
82	"B"	"Genitourinary"	0.0448
82	"B"	"perinatal period"	0
82	"B"	"Congenital malformations"	0.0004
82	"B"	"morbidity"	0.0146
82	"W"	"Infection"	0.023
82	"W"	"Neoplasms"	0.2282
82	"W"	"Diseases of the blood and blood-forming organs"	0.0034
82	"W"	"Endocrine"	0.0381
82	"W"	"Mental and behavioural disorders"	0.0535
82	"W"	"Nervous Disorders"	0.0742
82	"W"	"circulatory"	0.3481
82	"W"	"respiratory"	0.127
82	"W"	"Digestive"	0.0297
82	"W"	"Musculoskeletal Disorders"	0.0056
82	"W"	"Genitourinary"	0.0293
82	"W"	"perinatal period"	0
82	"W"	"Congenital malformations"	0.0005
82	"W"	"morbidity"	0.0271
83	"A"	"Infection"	0.0294
83	"A"	"Neoplasms"	0.1922
83	"A"	"Diseases of the blood and blood-forming organs"	0.0023
83	"A"	"Endocrine"	0.0788
83	"A"	"Mental and behavioural disorders"	0.0505
83	"A"	"Nervous Disorders"	0.0626
83	"A"	"circulatory"	0.3283
83	"A"	"respiratory"	0.1304
83	"A"	"Digestive"	0.0369
83	"A"	"Musculoskeletal Disorders"	0.0094
83	"A"	"Genitourinary"	0.0384
83	"A"	"perinatal period"	0
83	"A"	"Congenital malformations"	0.0011
83	"A"	"morbidity"	0.0317
83	"S"	"Infection"	0.0247
83	"S"	"Neoplasms"	0.2272
83	"S"	"Diseases of the blood and blood-forming organs"	0.0034
83	"S"	"Endocrine"	0.0521
83	"S"	"Mental and behavioural disorders"	0.0401
83	"S"	"Nervous Disorders"	0.0555
83	"S"	"circulatory"	0.3814
83	"S"	"respiratory"	0.1131
83	"S"	"Digestive"	0.03
83	"S"	"Musculoskeletal Disorders"	0.0049
83	"S"	"Genitourinary"	0.0305
83	"S"	"perinatal period"	0
83	"S"	"Congenital malformations"	0.0006
83	"S"	"morbidity"	0.0276
83	"B"	"Infection"	0.0315
83	"B"	"Neoplasms"	0.2114
83	"B"	"Diseases of the blood and blood-forming organs"	0.0036
83	"B"	"Endocrine"	0.0599
83	"B"	"Mental and behavioural disorders"	0.0618
83	"B"	"Nervous Disorders"	0.0536
83	"B"	"circulatory"	0.3909
83	"B"	"respiratory"	0.0825
83	"B"	"Digestive"	0.0242
83	"B"	"Musculoskeletal Disorders"	0.0044
83	"B"	"Genitourinary"	0.0446
83	"B"	"perinatal period"	0
83	"B"	"Congenital malformations"	0.0003
83	"B"	"morbidity"	0.0156
83	"W"	"Infection"	0.023
83	"W"	"Neoplasms"	0.2135
83	"W"	"Diseases of the blood and blood-forming organs"	0.0034
83	"W"	"Endocrine"	0.0373
83	"W"	"Mental and behavioural disorders"	0.0585
83	"W"	"Nervous Disorders"	0.0772
83	"W"	"circulatory"	0.3576
83	"W"	"respiratory"	0.1241
83	"W"	"Digestive"	0.0287
83	"W"	"Musculoskeletal Disorders"	0.0055
83	"W"	"Genitourinary"	0.03
83	"W"	"perinatal period"	0
83	"W"	"Congenital malformations"	0.0005
83	"W"	"morbidity"	0.0277
84	"A"	"Infection"	0.0302
84	"A"	"Neoplasms"	0.1758
84	"A"	"Diseases of the blood and blood-forming organs"	0.0025
84	"A"	"Endocrine"	0.0728
84	"A"	"Mental and behavioural disorders"	0.062
84	"A"	"Nervous Disorders"	0.0682
84	"A"	"circulatory"	0.3428
84	"A"	"respiratory"	0.1274
84	"A"	"Digestive"	0.0372
84	"A"	"Musculoskeletal Disorders"	0.0087
84	"A"	"Genitourinary"	0.0343
84	"A"	"perinatal period"	0
84	"A"	"Congenital malformations"	0
84	"A"	"morbidity"	0.0261
84	"S"	"Infection"	0.0232
84	"S"	"Neoplasms"	0.2189
84	"S"	"Diseases of the blood and blood-forming organs"	0.0033
84	"S"	"Endocrine"	0.0496
84	"S"	"Mental and behavioural disorders"	0.0433
84	"S"	"Nervous Disorders"	0.0577
84	"S"	"circulatory"	0.3828
84	"S"	"respiratory"	0.1144
84	"S"	"Digestive"	0.031
84	"S"	"Musculoskeletal Disorders"	0.005
84	"S"	"Genitourinary"	0.0328
84	"S"	"perinatal period"	0
84	"S"	"Congenital malformations"	0.0001
84	"S"	"morbidity"	0.0276
84	"B"	"Infection"	0.0309
84	"B"	"Neoplasms"	0.1997
84	"B"	"Diseases of the blood and blood-forming organs"	0.0041
84	"B"	"Endocrine"	0.0596
84	"B"	"Mental and behavioural disorders"	0.0664
84	"B"	"Nervous Disorders"	0.0557
84	"B"	"circulatory"	0.3963
84	"B"	"respiratory"	0.0823
84	"B"	"Digestive"	0.0236
84	"B"	"Musculoskeletal Disorders"	0.0041
84	"B"	"Genitourinary"	0.046
84	"B"	"perinatal period"	0
84	"B"	"Congenital malformations"	0.0004
84	"B"	"morbidity"	0.0152
84	"W"	"Infection"	0.0226
84	"W"	"Neoplasms"	0.2003
84	"W"	"Diseases of the blood and blood-forming organs"	0.0034
84	"W"	"Endocrine"	0.0364
84	"W"	"Mental and behavioural disorders"	0.0639
84	"W"	"Nervous Disorders"	0.08
84	"W"	"circulatory"	0.3653
84	"W"	"respiratory"	0.1225
84	"W"	"Digestive"	0.0281
84	"W"	"Musculoskeletal Disorders"	0.0055
84	"W"	"Genitourinary"	0.0302
84	"W"	"perinatal period"	0
84	"W"	"Congenital malformations"	0.0006
84	"W"	"morbidity"	0.0275
85	"A"	"Infection"	0.0209
85	"A"	"Neoplasms"	0.1702
85	"A"	"Diseases of the blood and blood-forming organs"	0.0024
85	"A"	"Endocrine"	0.0696
85	"A"	"Mental and behavioural disorders"	0.0656
85	"A"	"Nervous Disorders"	0.0704
85	"A"	"circulatory"	0.3319
85	"A"	"respiratory"	0.136
85	"A"	"Digestive"	0.043
85	"A"	"Musculoskeletal Disorders"	0.0076
85	"A"	"Genitourinary"	0.039
85	"A"	"perinatal period"	0
85	"A"	"Congenital malformations"	0.0004
85	"A"	"morbidity"	0.0286
85	"S"	"Infection"	0.0222
85	"S"	"Neoplasms"	0.2041
85	"S"	"Diseases of the blood and blood-forming organs"	0.0031
85	"S"	"Endocrine"	0.0497
85	"S"	"Mental and behavioural disorders"	0.0491
85	"S"	"Nervous Disorders"	0.0609
85	"S"	"circulatory"	0.3919
85	"S"	"respiratory"	0.1168
85	"S"	"Digestive"	0.0264
85	"S"	"Musculoskeletal Disorders"	0.0042
85	"S"	"Genitourinary"	0.0316
85	"S"	"perinatal period"	0
85	"S"	"Congenital malformations"	0.0005
85	"S"	"morbidity"	0.0287
85	"B"	"Infection"	0.0317
85	"B"	"Neoplasms"	0.191
85	"B"	"Diseases of the blood and blood-forming organs"	0.004
85	"B"	"Endocrine"	0.057
85	"B"	"Mental and behavioural disorders"	0.0706
85	"B"	"Nervous Disorders"	0.0589
85	"B"	"circulatory"	0.3948
85	"B"	"respiratory"	0.0847
85	"B"	"Digestive"	0.0235
85	"B"	"Musculoskeletal Disorders"	0.0044
85	"B"	"Genitourinary"	0.0471
85	"B"	"perinatal period"	0
85	"B"	"Congenital malformations"	0.0003
85	"B"	"morbidity"	0.015
85	"W"	"Infection"	0.0222
85	"W"	"Neoplasms"	0.1858
85	"W"	"Diseases of the blood and blood-forming organs"	0.0034
85	"W"	"Endocrine"	0.0362
85	"W"	"Mental and behavioural disorders"	0.069
85	"W"	"Nervous Disorders"	0.0824
85	"W"	"circulatory"	0.3749
85	"W"	"respiratory"	0.1194
85	"W"	"Digestive"	0.0279
85	"W"	"Musculoskeletal Disorders"	0.0054
85	"W"	"Genitourinary"	0.031
85	"W"	"perinatal period"	0
85	"W"	"Congenital malformations"	0.0005
85	"W"	"morbidity"	0.0276
86	"A"	"Infection"	0.0242
86	"A"	"Neoplasms"	0.16
86	"A"	"Diseases of the blood and blood-forming organs"	0.0044
86	"A"	"Endocrine"	0.0771
86	"A"	"Mental and behavioural disorders"	0.0657
86	"A"	"Nervous Disorders"	0.0648
86	"A"	"circulatory"	0.353
86	"A"	"respiratory"	0.1296
86	"A"	"Digestive"	0.0366
86	"A"	"Musculoskeletal Disorders"	0.0057
86	"A"	"Genitourinary"	0.0405
86	"A"	"perinatal period"	0
86	"A"	"Congenital malformations"	0.0004
86	"A"	"morbidity"	0.0234
86	"S"	"Infection"	0.0243
86	"S"	"Neoplasms"	0.1909
86	"S"	"Diseases of the blood and blood-forming organs"	0.0036
86	"S"	"Endocrine"	0.0513
86	"S"	"Mental and behavioural disorders"	0.0555
86	"S"	"Nervous Disorders"	0.0575
86	"S"	"circulatory"	0.398
86	"S"	"respiratory"	0.1149
86	"S"	"Digestive"	0.0274
86	"S"	"Musculoskeletal Disorders"	0.0042
86	"S"	"Genitourinary"	0.0333
86	"S"	"perinatal period"	0
86	"S"	"Congenital malformations"	0.0003
86	"S"	"morbidity"	0.0269
86	"B"	"Infection"	0.0302
86	"B"	"Neoplasms"	0.1807
86	"B"	"Diseases of the blood and blood-forming organs"	0.0041
86	"B"	"Endocrine"	0.0561
86	"B"	"Mental and behavioural disorders"	0.076
86	"B"	"Nervous Disorders"	0.0649
86	"B"	"circulatory"	0.3982
86	"B"	"respiratory"	0.0835
86	"B"	"Digestive"	0.0232
86	"B"	"Musculoskeletal Disorders"	0.004
86	"B"	"Genitourinary"	0.0472
86	"B"	"perinatal period"	0
86	"B"	"Congenital malformations"	0.0004
86	"B"	"morbidity"	0.0143
86	"W"	"Infection"	0.0218
86	"W"	"Neoplasms"	0.1726
86	"W"	"Diseases of the blood and blood-forming organs"	0.0033
86	"W"	"Endocrine"	0.0346
86	"W"	"Mental and behavioural disorders"	0.0741
86	"W"	"Nervous Disorders"	0.085
86	"W"	"circulatory"	0.3836
86	"W"	"respiratory"	0.1171
86	"W"	"Digestive"	0.0277
86	"W"	"Musculoskeletal Disorders"	0.0053
86	"W"	"Genitourinary"	0.0317
86	"W"	"perinatal period"	0
86	"W"	"Congenital malformations"	0.0005
86	"W"	"morbidity"	0.0272
87	"A"	"Infection"	0.0327
87	"A"	"Neoplasms"	0.176
87	"A"	"Diseases of the blood and blood-forming organs"	0.005
87	"A"	"Endocrine"	0.064
87	"A"	"Mental and behavioural disorders"	0.0719
87	"A"	"Nervous Disorders"	0.0664
87	"A"	"circulatory"	0.348
87	"A"	"respiratory"	0.112
87	"A"	"Digestive"	0.0347
87	"A"	"Musculoskeletal Disorders"	0.003
87	"A"	"Genitourinary"	0.0407
87	"A"	"perinatal period"	0
87	"A"	"Congenital malformations"	0.0005
87	"A"	"morbidity"	0.0322
87	"S"	"Infection"	0.0232
87	"S"	"Neoplasms"	0.177
87	"S"	"Diseases of the blood and blood-forming organs"	0.003
87	"S"	"Endocrine"	0.0505
87	"S"	"Mental and behavioural disorders"	0.0573
87	"S"	"Nervous Disorders"	0.0671
87	"S"	"circulatory"	0.4051
87	"S"	"respiratory"	0.1189
87	"S"	"Digestive"	0.0254
87	"S"	"Musculoskeletal Disorders"	0.0036
87	"S"	"Genitourinary"	0.0304
87	"S"	"perinatal period"	0
87	"S"	"Congenital malformations"	0.0004
87	"S"	"morbidity"	0.0273
87	"B"	"Infection"	0.0311
87	"B"	"Neoplasms"	0.1707
87	"B"	"Diseases of the blood and blood-forming organs"	0.0039
87	"B"	"Endocrine"	0.0555
87	"B"	"Mental and behavioural disorders"	0.0813
87	"B"	"Nervous Disorders"	0.0642
87	"B"	"circulatory"	0.4037
87	"B"	"respiratory"	0.0827
87	"B"	"Digestive"	0.0243
87	"B"	"Musculoskeletal Disorders"	0.0037
87	"B"	"Genitourinary"	0.0477
87	"B"	"perinatal period"	0
87	"B"	"Congenital malformations"	0.0004
87	"B"	"morbidity"	0.0134
87	"W"	"Infection"	0.0215
87	"W"	"Neoplasms"	0.1611
87	"W"	"Diseases of the blood and blood-forming organs"	0.0034
87	"W"	"Endocrine"	0.0339
87	"W"	"Mental and behavioural disorders"	0.0797
87	"W"	"Nervous Disorders"	0.0864
87	"W"	"circulatory"	0.3923
87	"W"	"respiratory"	0.1142
87	"W"	"Digestive"	0.0275
87	"W"	"Musculoskeletal Disorders"	0.0053
87	"W"	"Genitourinary"	0.0313
87	"W"	"perinatal period"	0
87	"W"	"Congenital malformations"	0.0004
87	"W"	"morbidity"	0.0269
88	"A"	"Infection"	0.0225
88	"A"	"Neoplasms"	0.1413
88	"A"	"Diseases of the blood and blood-forming organs"	0.0063
88	"A"	"Endocrine"	0.0628
88	"A"	"Mental and behavioural disorders"	0.0785
88	"A"	"Nervous Disorders"	0.0659
88	"A"	"circulatory"	0.3579
88	"A"	"respiratory"	0.1303
88	"A"	"Digestive"	0.0366
88	"A"	"Musculoskeletal Disorders"	0.0068
88	"A"	"Genitourinary"	0.0434
88	"A"	"perinatal period"	0
88	"A"	"Congenital malformations"	0.0005
88	"A"	"morbidity"	0.0351
88	"S"	"Infection"	0.0221
88	"S"	"Neoplasms"	0.1623
88	"S"	"Diseases of the blood and blood-forming organs"	0.0029
88	"S"	"Endocrine"	0.0488
88	"S"	"Mental and behavioural disorders"	0.0663
88	"S"	"Nervous Disorders"	0.0664
88	"S"	"circulatory"	0.4089
88	"S"	"respiratory"	0.1192
88	"S"	"Digestive"	0.0268
88	"S"	"Musculoskeletal Disorders"	0.0051
88	"S"	"Genitourinary"	0.0312
88	"S"	"perinatal period"	0
88	"S"	"Congenital malformations"	0.0005
88	"S"	"morbidity"	0.0287
88	"B"	"Infection"	0.0314
88	"B"	"Neoplasms"	0.159
88	"B"	"Diseases of the blood and blood-forming organs"	0.0044
88	"B"	"Endocrine"	0.0556
88	"B"	"Mental and behavioural disorders"	0.0881
88	"B"	"Nervous Disorders"	0.0698
88	"B"	"circulatory"	0.4079
88	"B"	"respiratory"	0.0793
88	"B"	"Digestive"	0.0229
88	"B"	"Musculoskeletal Disorders"	0.0043
88	"B"	"Genitourinary"	0.0442
88	"B"	"perinatal period"	0
88	"B"	"Congenital malformations"	0.0002
88	"B"	"morbidity"	0.014
88	"W"	"Infection"	0.0211
88	"W"	"Neoplasms"	0.1477
88	"W"	"Diseases of the blood and blood-forming organs"	0.0034
88	"W"	"Endocrine"	0.0331
88	"W"	"Mental and behavioural disorders"	0.0843
88	"W"	"Nervous Disorders"	0.0886
88	"W"	"circulatory"	0.4014
88	"W"	"respiratory"	0.1122
88	"W"	"Digestive"	0.0266
88	"W"	"Musculoskeletal Disorders"	0.0053
88	"W"	"Genitourinary"	0.0319
88	"W"	"perinatal period"	0
88	"W"	"Congenital malformations"	0.0004
88	"W"	"morbidity"	0.0266
89	"A"	"Infection"	0.0258
89	"A"	"Neoplasms"	0.1315
89	"A"	"Diseases of the blood and blood-forming organs"	0.0052
89	"A"	"Endocrine"	0.058
89	"A"	"Mental and behavioural disorders"	0.0787
89	"A"	"Nervous Disorders"	0.0718
89	"A"	"circulatory"	0.3825
89	"A"	"respiratory"	0.1246
89	"A"	"Digestive"	0.0345
89	"A"	"Musculoskeletal Disorders"	0.0075
89	"A"	"Genitourinary"	0.0379
89	"A"	"perinatal period"	0
89	"A"	"Congenital malformations"	0.0006
89	"A"	"morbidity"	0.0253
89	"S"	"Infection"	0.0205
89	"S"	"Neoplasms"	0.1494
89	"S"	"Diseases of the blood and blood-forming organs"	0.0035
89	"S"	"Endocrine"	0.0464
89	"S"	"Mental and behavioural disorders"	0.0709
89	"S"	"Nervous Disorders"	0.0712
89	"S"	"circulatory"	0.4195
89	"S"	"respiratory"	0.1181
89	"S"	"Digestive"	0.0268
89	"S"	"Musculoskeletal Disorders"	0.0039
89	"S"	"Genitourinary"	0.0296
89	"S"	"perinatal period"	0
89	"S"	"Congenital malformations"	0.0004
89	"S"	"morbidity"	0.0261
89	"B"	"Infection"	0.0296
89	"B"	"Neoplasms"	0.1496
89	"B"	"Diseases of the blood and blood-forming organs"	0.0037
89	"B"	"Endocrine"	0.0521
89	"B"	"Mental and behavioural disorders"	0.0938
89	"B"	"Nervous Disorders"	0.0695
89	"B"	"circulatory"	0.4094
89	"B"	"respiratory"	0.083
89	"B"	"Digestive"	0.0224
89	"B"	"Musculoskeletal Disorders"	0.004
89	"B"	"Genitourinary"	0.0483
89	"B"	"perinatal period"	0
89	"B"	"Congenital malformations"	0.0004
89	"B"	"morbidity"	0.0137
89	"W"	"Infection"	0.0206
89	"W"	"Neoplasms"	0.1361
89	"W"	"Diseases of the blood and blood-forming organs"	0.0035
89	"W"	"Endocrine"	0.0323
89	"W"	"Mental and behavioural disorders"	0.0905
89	"W"	"Nervous Disorders"	0.0899
89	"W"	"circulatory"	0.4086
89	"W"	"respiratory"	0.1095
89	"W"	"Digestive"	0.0266
89	"W"	"Musculoskeletal Disorders"	0.0055
89	"W"	"Genitourinary"	0.0316
89	"W"	"perinatal period"	0
89	"W"	"Congenital malformations"	0.0004
89	"W"	"morbidity"	0.0266
90	"A"	"Infection"	0.0209
90	"A"	"Neoplasms"	0.1047
90	"A"	"Diseases of the blood and blood-forming organs"	0.0031
90	"A"	"Endocrine"	0.0622
90	"A"	"Mental and behavioural disorders"	0.0955
90	"A"	"Nervous Disorders"	0.0702
90	"A"	"circulatory"	0.3943
90	"A"	"respiratory"	0.122
90	"A"	"Digestive"	0.0339
90	"A"	"Musculoskeletal Disorders"	0.0049
90	"A"	"Genitourinary"	0.0437
90	"A"	"perinatal period"	0
90	"A"	"Congenital malformations"	0
90	"A"	"morbidity"	0.0228
90	"S"	"Infection"	0.0189
90	"S"	"Neoplasms"	0.134
90	"S"	"Diseases of the blood and blood-forming organs"	0.0029
90	"S"	"Endocrine"	0.047
90	"S"	"Mental and behavioural disorders"	0.0797
90	"S"	"Nervous Disorders"	0.0731
90	"S"	"circulatory"	0.4265
90	"S"	"respiratory"	0.1168
90	"S"	"Digestive"	0.0247
90	"S"	"Musculoskeletal Disorders"	0.0046
90	"S"	"Genitourinary"	0.0356
90	"S"	"perinatal period"	0
90	"S"	"Congenital malformations"	0.0005
90	"S"	"morbidity"	0.0225
90	"B"	"Infection"	0.0279
90	"B"	"Neoplasms"	0.1378
90	"B"	"Diseases of the blood and blood-forming organs"	0.0038
90	"B"	"Endocrine"	0.0499
90	"B"	"Mental and behavioural disorders"	0.0991
90	"B"	"Nervous Disorders"	0.0725
90	"B"	"circulatory"	0.4179
90	"B"	"respiratory"	0.0786
90	"B"	"Digestive"	0.023
90	"B"	"Musculoskeletal Disorders"	0.004
90	"B"	"Genitourinary"	0.0474
90	"B"	"perinatal period"	0
90	"B"	"Congenital malformations"	0.0003
90	"B"	"morbidity"	0.0146
90	"W"	"Infection"	0.0194
90	"W"	"Neoplasms"	0.1239
90	"W"	"Diseases of the blood and blood-forming organs"	0.0035
90	"W"	"Endocrine"	0.0314
90	"W"	"Mental and behavioural disorders"	0.0955
90	"W"	"Nervous Disorders"	0.0901
90	"W"	"circulatory"	0.4196
90	"W"	"respiratory"	0.106
90	"W"	"Digestive"	0.026
90	"W"	"Musculoskeletal Disorders"	0.0053
90	"W"	"Genitourinary"	0.0317
90	"W"	"perinatal period"	0
90	"W"	"Congenital malformations"	0.0004
90	"W"	"morbidity"	0.0264
91	"A"	"Infection"	0.0179
91	"A"	"Neoplasms"	0.1123
91	"A"	"Diseases of the blood and blood-forming organs"	0.0048
91	"A"	"Endocrine"	0.0593
91	"A"	"Mental and behavioural disorders"	0.0958
91	"A"	"Nervous Disorders"	0.0848
91	"A"	"circulatory"	0.3735
91	"A"	"respiratory"	0.1234
91	"A"	"Digestive"	0.0358
91	"A"	"Musculoskeletal Disorders"	0.0041
91	"A"	"Genitourinary"	0.04
91	"A"	"perinatal period"	0
91	"A"	"Congenital malformations"	0
91	"A"	"morbidity"	0.0303
91	"S"	"Infection"	0.0183
91	"S"	"Neoplasms"	0.1263
91	"S"	"Diseases of the blood and blood-forming organs"	0.0048
91	"S"	"Endocrine"	0.0475
91	"S"	"Mental and behavioural disorders"	0.082
91	"S"	"Nervous Disorders"	0.0731
91	"S"	"circulatory"	0.4165
91	"S"	"respiratory"	0.1309
91	"S"	"Digestive"	0.0254
91	"S"	"Musculoskeletal Disorders"	0.004
91	"S"	"Genitourinary"	0.0335
91	"S"	"perinatal period"	0
91	"S"	"Congenital malformations"	0.0004
91	"S"	"morbidity"	0.022
91	"B"	"Infection"	0.0266
91	"B"	"Neoplasms"	0.1314
91	"B"	"Diseases of the blood and blood-forming organs"	0.0043
91	"B"	"Endocrine"	0.0505
91	"B"	"Mental and behavioural disorders"	0.1041
91	"B"	"Nervous Disorders"	0.0757
91	"B"	"circulatory"	0.4222
91	"B"	"respiratory"	0.074
91	"B"	"Digestive"	0.0225
91	"B"	"Musculoskeletal Disorders"	0.0047
91	"B"	"Genitourinary"	0.0461
91	"B"	"perinatal period"	0
91	"B"	"Congenital malformations"	0.0004
91	"B"	"morbidity"	0.0138
91	"W"	"Infection"	0.0188
91	"W"	"Neoplasms"	0.1133
91	"W"	"Diseases of the blood and blood-forming organs"	0.0036
91	"W"	"Endocrine"	0.0303
91	"W"	"Mental and behavioural disorders"	0.1001
91	"W"	"Nervous Disorders"	0.0907
91	"W"	"circulatory"	0.4276
91	"W"	"respiratory"	0.1044
91	"W"	"Digestive"	0.0258
91	"W"	"Musculoskeletal Disorders"	0.0053
91	"W"	"Genitourinary"	0.0316
91	"W"	"perinatal period"	0
91	"W"	"Congenital malformations"	0.0004
91	"W"	"morbidity"	0.0262
92	"A"	"Infection"	0.0149
92	"A"	"Neoplasms"	0.1136
92	"A"	"Diseases of the blood and blood-forming organs"	0.0041
92	"A"	"Endocrine"	0.0705
92	"A"	"Mental and behavioural disorders"	0.097
92	"A"	"Nervous Disorders"	0.0904
92	"A"	"circulatory"	0.3657
